Nº	ROTA	CLIENTE	FORNECEDOR	OPERAÇÃO	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDÁGIO	STATUS		DATA INICIAL	HORA INICIAL	REF.	ROTA	VIATURA	VEICULO ESCOLTADO	DATA FINAL	HORA FINAL		INICIAL	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	TOTAL		ACIONAMENTO	PEDAGIO	REVISÃO	VALOR TOTAL		Nº	ROTA	CLIENTE	FORNECEDOR	EQUIPE	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDAGIO	SITUAÇÃO												  	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	 TOTAL 		ESCOLTA	 PEDÁGIO 	TOTAL
4423	URBANO BA	IBL	IMPERIO	CARACTERIZADA	 R$1.057,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		10/04/2026	14:00:00		URBANO BA	ECY3E75	RCX9J23	10/04/2026	15:59:00		194.986	195.005	19		14:00:00	15:59:00	01:59:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.057,00 	 R$ 7,70 	 R$ 1.064,70 	 R$ 1.064,70 		4423	URBANO BA	IBL	IMPERIO	CARACTERIZADA	 R$ 450,00 	03:00	100	 R$100,00 	 R$4,50 	À PARTE	CONCLUIDO		10/04/2026	14:00:00		BA	URBANO BA	ECY3E75	RCX9J23	10/04/2026	17:41:00		194.986	195.005	19		14:00:00	17:41:00	03:41:00		0	 R$4,50 	 R$-   		00:41:00	 R$100,00 	 R$68,33 		 R$450,00 	 R$ 7,70 	 R$526,03 
4424	JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	EM VIAGEM		10/04/2026	10:44:00		JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	AOG3H95	AUQ6C37	10/04/2026	11:23:00				0		10:44:00	11:23:00	00:39:00		0	 R$2,30 	 R$-   		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ -   	 R$ 649,00 	 R$ 649,00 		4424	JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		10/04/2026	10:44:00			JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	AOG3H95	AUQ6C37	10/04/2026	11:23:00		0	0	0		10:44:00	11:23:00	00:39:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$430,00 
4425	CUIABÁ MT X VARZEA GRANDE MT	IBL	GENIAL	CARACTERIZADA	 R$995,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		10/04/2026	15:00:00		CUIABÁ MT X VARZEA GRANDE MT	RRP1H02	QBS1B80	10/04/2026	18:16:00		324.131	324.138	7		15:00:00	18:16:00	03:16:00		0	 R$7,30 	 R$-   		00:16:00	 R$181,33 	 R$48,35 		 R$995,00 	 R$ -   	 R$ 1.043,35 	 R$ 1.043,35 		4425	CUIABÁ MT X VARZEA GRANDE MT	IBL	GENIAL	CARACTERIZADA	 R$ 600,00 	3:00:00	100	 R$100,00 	 R$6,00 	À PARTE	CONCLUIDO		10/04/2026	15:00:00		MS	CUIABÁ MT X VARZEA GRANDE MT	RRP1H02	QBS1B80	10/04/2026	18:16:00		324.131	324.138	7		15:00:00	18:16:00	03:16:00		0	 R$6,00 	 R$-   		00:16:00	 R$100,00 	 R$26,67 		 R$600,00 	 R$ -   	 R$626,67 
4426	ITAPECERICA DA SERRA (2 ARMADOS)	CEVA	ATIVA	CARACTERIZADA	 R$1.298,00 	03:00:00	50	 R$226,00 	 R$2,30 	À PARTE	CONCLUIDO		10/04/2026	10:44:00		ITAPECERICA DA SERRA (2 ARMADOS)	FFN3D39	DTC2H00/APQ6G78	11/04/2026	11:58:00		166.758	167.627	869		10:44:00	11:58:00	25:14:00		819	 R$2,30 	 R$1.883,70 		22:14:00	 R$226,00 	 R$5.024,73 		 R$1.298,00 	 R$ 53,61 	 R$ 8.260,04 	 R$ 8.260,04 		4426	ITAPECERICA DA SERRA (2 ARMADOS)	CEVA	ATIVA	CARACTERIZADA	 R$ 860,00 	3:00:00	50	 R$140,00 	 R$1,50 	À PARTE	CONCLUIDO		10/04/2026	10:44:00			ITAPECERICA DA SERRA (2 ARMADOS)	FFN3D39	DTC2H00/APQ6G78	11/04/2026	11:58:00		166.758	167.627	869		10:44:00	11:58:00	25:14:00		819	 R$1,50 	 R$1.228,50 		22:14:00	 R$140,00 	 R$3.112,67 		 R$860,00 	 R$ 53,61 	 R$5.254,78 
4427	JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	EM VIAGEM		10/04/2026	14:07:00		JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	FGT5E26	AUQ6C37	11/04/2026	06:51:00		261.681	261.751	70		14:07:00	06:51:00	16:44:00		20	 R$2,30 	 R$46,00 		13:44:00	 R$113,00 	 R$1.551,87 		 R$649,00 	 R$ 10,62 	 R$ 2.257,49 	 R$ 2.257,49 		4427	JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		10/04/2026	14:07:00			JUQUIÁ/SP X SÃO JOSE DOS PINHAIS ( 01 ARMADO)	FGT5E26	AUQ6C37	11/04/2026	06:51:00		261.681	261.751	70		14:07:00	06:51:00	16:44:00		20	 R$1,50 	 R$30,00 		13:44:00	 R$70,00 	 R$961,33 		 R$430,00 	 R$ 10,62 	 R$1.431,95 
4428	MACEIO X MACEIO (2 ARMADOS)	IBL	TM SEG	PRONTA RESPOSTA	 R$1.057,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		10/04/2026	16:00:00		CANCELADA PELO ANALISTA 	NMD4092	QWJ9978	10/04/2026	17:36:00		196.659	196.705	46		16:00:00	17:36:00	01:36:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.057,00 	 R$ -   	 R$ 1.057,00 	 R$ 1.057,00 		4428	MACEIO X MACEIO (2 ARMADOS)	IBL	TM SEG	PRONTA RESPOSTA	 R$ 420,00 	3:00:00	50	 R$70,00 	 R$1,20 	À PARTE	CONCLUIDO		10/04/2026	16:00:00			CANCELADA PELO ANALISTA 	NMD4092	QWJ9978	10/04/2026	17:36:00		196.659	196.705	46		16:00:00	17:36:00	01:36:00		0	 R$1,20 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$420,00 	 R$ -   	 R$420,00 
4429	CAMPINAS PRESERVAÇÃO (1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	CONCLUIDO		10/04/2026	17:19:00		CAMPINAS PRESERVAÇÃO (1 ARMADO)	DRA5i50 	OKI1C34	10/04/2026	19:51:00		215.173	215.247	74		17:19:00	19:51:00	02:32:00		24	 R$2,30 	 R$55,20 		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ 24,20 	 R$ 728,40 	 R$ 728,40 		4429	CAMPINAS PRESERVAÇÃO (1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		10/04/2026	17:19:00			CAMPINAS PRESERVAÇÃO (1 ARMADO)	DRA5i50 	OKI1C34	10/04/2026	19:51:00		215.173	215.247	74		17:19:00	19:51:00	02:32:00		24	 R$1,50 	 R$36,00 		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ 24,20 	 R$490,20 
4430	JUNDIAI/SP - x 200 km SÃO JOSE - SC	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		13/04/2026	13:53:00		JUNDIAI/SP - x 200 km SÃO JOSE - SC	UGU6E48	FKK9C54	13/04/2026	16:53:00		2.437	2.637	200		13:53:00	16:53:00	03:00:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4430	JUNDIAI/SP - x 200 km SÃO JOSE - SC	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	05:00	200	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		13/04/2026	13:53:00		SP	JUNDIAI/SP - x 200 km SÃO JOSE - SC	UGU6E48	FKK9C54	13/04/2026	16:53:00		2.437	2.637	200		17:00:00	16:53:00	03:00:00		0	 R$4,80 	 R$-   		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$998,30 
4431	JUNDIAI/SP - x 200 km CABO DE SANTO AGOSTINHO - PE	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		13/04/2026	12:45:00		JUNDIAI/SP - x 200 km CABO DE SANTO AGOSTINHO - PE	UER7D08 	FCB7G10	13/04/2026	15:44:00		6.709	6.913	204		12:45:00	15:44:00	02:59:00		4	 R$6,60 	 R$26,40 		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.464,40 	 R$ 1.464,40 		4431	JUNDIAI/SP - x 200 km CABO DE SANTO AGOSTINHO - PE	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	05:00	200	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		13/04/2026	12:45:00		SP	JUNDIAI/SP - x 200 km CABO DE SANTO AGOSTINHO - PE	UER7D08 	FCB7G10	13/04/2026	15:44:00		6.709	6.913	204		17:00:00	15:44:00	02:59:00		4	 R$4,80 	 R$19,20 		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$1.017,50 
4432	JUNDIAI/SP - x 200 km SERRA-ES 	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	PENDENTE DOC		13/04/2026	16:30:00		JUNDIAI/SP - x 200 km SERRA-ES 	UEB7H08	MSY5857	13/04/2026	19:30:00		0	200	200		16:30:00	19:30:00	03:00:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4432	JUNDIAI/SP - x 200 km SERRA-ES 	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	05:00	200	 R$106,70 	 R$4,80 	À PARTE	PENDENTE DOC		13/04/2026	16:30:00		SP	JUNDIAI/SP - x 200 km SERRA-ES 	UEB7H08	MSY5857	13/04/2026	19:30:00		0	200	200		17:00:00	19:30:00	03:00:00		0	 R$4,80 	 R$-   		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$998,30 
4433	JUNDIAI/SP - x 200 km BRASILIA- DF	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	PENDENTE DOC		13/04/2026	17:00:00		JUNDIAI/SP - x 200 km BRASILIA- DF			13/04/2026	20:00:00		0	200	200		17:00:00	20:00:00	03:00:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4433	JUNDIAI/SP - x 200 km BRASILIA- DF	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	PENDENTE DOC		13/04/2026	17:00:00		SP	JUNDIAI/SP - x 200 km BRASILIA- DF	00:00:00	00:00	13/04/2026	20:00:00		0	200	200		17:00:00	20:00:00	03:00:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$838,00 
4434	JUNDIAI/SP - x 200 km VIANA - ES	CEVA	TORRES	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	PENDENTE DOC		13/04/2026	17:30:00		JUNDIAI/SP - x 200 km VIANA - ES	UER7D08		13/04/2026	20:30:00		0	200	200		17:30:00	20:30:00	03:00:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4434	JUNDIAI/SP - x 200 km VIANA - ES	CEVA	TORRES	CARACTERIZADA	 R$ 960,30 	5:00:00	200	 R$106,70 	 R$4,80 	À PARTE	PENDENTE DOC		13/04/2026	17:30:00		SP	JUNDIAI/SP - x 200 km VIANA - ES	UER7D08	00:00	13/04/2026	20:30:00		0	200	200		17:00:00	20:30:00	03:00:00		0	 R$4,80 	 R$-   		00:00:00	 R$106,70 	 R$-   		 R$960,30 	 R$ 38,00 	 R$998,30 
4435	MACEIO X ARAPIRACA - AL (1 ARMADO)	LOGGO	TMSEG	PRONTA RESPOSTA	 R$702,00 	03:00:00	50	 R$160,92 	 R$3,24 	À PARTE	CANCELADA		13/04/2026	08:30:00		CANCELADA PELO JASON	IZV0E97		13/04/2026	11:30:00				0		08:30:00	11:30:00	03:00:00		0	 R$3,24 	 R$-   		00:00:00	 R$160,92 	 R$-   		 R$702,00 	 R$ -   	 R$ 702,00 	 R$ 702,00 		4435	MACEIO X ARAPIRACA - AL (1 ARMADO)	LOGGO	TMSEG	PRONTA RESPOSTA	 R$ 210,00 	3:00:00	50	 R$35,00 	 R$1,20 	À PARTE	CANCELADA		13/04/2026	08:30:00		SE	CANCELADA PELO JASON	IZV0E97	00:00	13/04/2026	11:30:00		0	0	0		08:30:00	11:30:00	03:00:00		0	 R$1,20 	 R$-   		00:00:00	 R$35,00 	 R$-   		 R$210,00 	 R$ -   	 R$210,00 
4436	BLUMENAU X BLUMENAU ( 2 ARMADOS)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$1.404,00 	03:00:00	50	 R$321,84 	 R$3,24 	À PARTE	CONCLUIDO		13/04/2026	08:30:00		BLUMENAU X BLUMENAU ( 2 ARMADOS)	MIS3619	QNY0666	13/04/2026	09:55:00		173.776	173.875	99		08:30:00	09:55:00	01:25:00		49	 R$3,24 	 R$158,76 		00:00:00	 R$321,84 	 R$-   		 R$1.404,00 	 R$ -   	 R$ 1.562,76 	 R$ 1.562,76 		4436	BLUMENAU X BLUMENAU ( 2 ARMADOS)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$ 860,00 	3:00:00	50	 R$140,00 	 R$1,50 	À PARTE	CONCLUIDO		13/04/2026	08:30:00		SE	BLUMENAU X BLUMENAU ( 2 ARMADOS)	MIS3619	QNY0666	13/04/2026	09:55:00		173.776	173.875	99		08:30:00	09:55:00	01:25:00		49	 R$1,50 	 R$73,50 		00:00:00	 R$140,00 	 R$-   		 R$860,00 	 R$ -   	 R$933,50 
4437	URBANO BA	IBL	HONRA	CARACTERIZADA	 R$1.057,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		13/04/2026	14:00:00		URBANO BA	TAM3J18	RCX9J23	13/04/2026	15:50:00		79.179	79.198	19		14:00:00	15:50:00	01:50:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.057,00 	 R$ 7,70 	 R$ 1.064,70 	 R$ 1.064,70 		4437	URBANO BA	IBL	HONRA	CARACTERIZADA	 R$ 450,00 	3:00:00	100	 R$100,00 	 R$4,50 	À PARTE	CONCLUIDO		13/04/2026	14:00:00		BA	URBANO BA	TAM3J18	RCX9J23	13/04/2026	15:50:00		79.179	79.198	19		14:00:00	15:50:00	01:50:00		0	 R$4,50 	 R$-   		00:00:00	 R$100,00 	 R$-   		 R$450,00 	 R$ 7,70 	 R$457,70 
4438	ITAJAÍ SC X BLUMENAU SC (1 ARMADO)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$702,00 	03:00:00	50	 R$160,92 	 R$3,24 	À PARTE	EM VIAGEM		13/04/2026	15:00:00		ITAJAÍ SC X BLUMENAU SC (1 ARMADO)	MIS-3619	QNY-0666	13/04/2026	16:40:00				0		15:00:00	16:40:00	01:40:00		0	 R$3,24 	 R$-   		00:00:00	 R$160,92 	 R$-   		 R$702,00 	 R$ -   	 R$ 702,00 	 R$ 702,00 		4438	ITAJAÍ SC X BLUMENAU SC (1 ARMADO)	LOGGO	ATIVA	PRONTA RESPOSTA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		13/04/2026	15:00:00		SE	ITAJAÍ SC X BLUMENAU SC (1 ARMADO)	MIS-3619	QNY-0666	13/04/2026	16:40:00		0	0	0		15:00:00	16:40:00	01:40:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$430,00 
4439	MARIPORÃ/SP (1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	CANCELADA		13/04/2026	14:38:00		MARIPORÃ/SP (1 ARMADO)		CUE2064	13/04/2026	14:52:00		172.316	172.316	0		14:38:00	14:52:00	00:14:00		0	 R$2,30 	 R$-   		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ -   	 R$ 649,00 	 R$ 649,00 		4439	MARIPORÃ/SP (1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CANCELADA		13/04/2026	14:38:00			MARIPORÃ/SP (1 ARMADO)	00:00:00	CUE2064	13/04/2026	14:52:00		172.316	172.316	0		14:38:00	14:52:00	00:14:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$430,00 
